데이터수집일자,순번,ECOS산업분류코드,ISTANS산업분류코드,조사년도,산업분류코드설명,재무제표계정과목명,재무제표계정과목금액,손익계산서계정과목명,손익계산서계정과목금액,생산력지표계정과목명,생산력지표계정과목금액,성장성지표계정과목명,성장성지표계정과목금액,국내시장규모금액,매출액,당기순이익,영업이익,자기자본비율,차입금의존도금액
20220115,11,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,당기순손익,11153608,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,12,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출원가,3072914818,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,13,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출액,3991487136,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,14,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,15,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출총손익,918572318,노동소득분배율,70.23,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,16,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,설비투자효율,61.01,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,17,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,18,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출원가,3072914818,노동소득분배율,70.23,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,19,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출원가,3072914818,기계투자효율,269.83,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,20,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,21,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출액,3991487136,총자본투자효율,18.75,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,22,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출원가,3072914818,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,23,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,24,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,25,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출원가,3072914818,설비투자효율,61.01,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,26,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출원가,3072914818,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,27,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출원가,3072914818,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,28,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,노동소득분배율,70.23,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,29,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,당기순손익,11153608,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,30,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출원가,3072914818,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,31,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,당기순손익,11153608,설비투자효율,61.01,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,32,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출총손익,918572318,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,33,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,당기순손익,11153608,노동소득분배율,70.23,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,34,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,35,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출원가,3072914818,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,36,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,당기순손익,11153608,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,37,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출원가,3072914818,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,38,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출원가,3072914818,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,39,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,기계투자효율,269.83,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,40,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,총자본투자효율,18.75,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,41,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,당기순손익,11153608,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,42,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출액,3991487136,기계투자효율,269.83,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,43,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,당기순손익,11153608,설비투자효율,61.01,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,44,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,기계투자효율,269.83,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,45,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출원가,3072914818,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,46,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출총손익,918572318,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,47,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출원가,3072914818,총자본투자효율,18.75,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,48,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,설비투자효율,61.01,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,49,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,당기순손익,11153608,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,50,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,설비투자효율,61.01,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,51,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출액,3991487136,총자본투자효율,18.75,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,52,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,53,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출총손익,918572318,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,54,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,55,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출원가,3072914818,총자본투자효율,18.75,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,56,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,설비투자효율,61.01,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,57,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출원가,3072914818,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,58,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,59,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,노동소득분배율,70.23,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,60,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,총자본투자효율,18.75,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,61,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출원가,3072914818,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,62,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출총손익,918572318,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,63,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출액,3991487136,노동소득분배율,70.23,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,64,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,당기순손익,11153608,설비투자효율,61.01,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,65,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출원가,3072914818,총자본투자효율,18.75,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,66,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출총손익,918572318,기계투자효율,269.83,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,67,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출총손익,918572318,설비투자효율,61.01,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,68,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출총손익,918572318,기계투자효율,269.83,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,69,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,당기순손익,11153608,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,70,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,71,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출원가,3072914818,총자본투자효율,18.75,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,72,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,73,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,노동소득분배율,70.23,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,74,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,노동소득분배율,70.23,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,75,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,76,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출총손익,918572318,노동소득분배율,70.23,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,77,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,78,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,당기순손익,11153608,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,79,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,노동소득분배율,70.23,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,80,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,당기순손익,11153608,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,81,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출원가,3072914818,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,82,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출원가,3072914818,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,83,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,84,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출총손익,918572318,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,85,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출원가,3072914818,노동소득분배율,70.23,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,86,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,87,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출원가,3072914818,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,88,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출총손익,918572318,노동소득분배율,70.23,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,89,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출총손익,918572318,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,90,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출총손익,918572318,총자본투자효율,18.75,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,91,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출액,3991487136,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,92,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,93,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,당기순손익,11153608,기계투자효율,269.83,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,94,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출원가,3072914818,노동소득분배율,70.23,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,95,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,96,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,노동소득분배율,70.23,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,97,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,당기순손익,11153608,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,98,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출총손익,918572318,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,99,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출총손익,918572318,노동소득분배율,70.23,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,100,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출총손익,918572318,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,101,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,당기순손익,11153608,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,102,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,103,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,총자본투자효율,18.75,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,104,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,노동소득분배율,70.23,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,105,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출원가,3072914818,노동소득분배율,70.23,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,106,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,기계투자효율,269.83,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,107,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,기계투자효율,269.83,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,108,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,109,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출총손익,918572318,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,110,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,당기순손익,11153608,노동소득분배율,70.23,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,111,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출원가,3072914818,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,112,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출총손익,918572318,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,113,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출원가,3072914818,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,114,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출총손익,918572318,총자본투자효율,18.75,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,115,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,116,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출액,3991487136,기계투자효율,269.83,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,117,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,당기순손익,11153608,설비투자효율,61.01,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,118,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,119,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,기계투자효율,269.83,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,120,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출총손익,918572318,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,121,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출액,3991487136,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,122,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,당기순손익,11153608,기계투자효율,269.83,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,123,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,124,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,당기순손익,11153608,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,125,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출액,3991487136,설비투자효율,61.01,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,126,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출액,3991487136,총자본투자효율,18.75,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,127,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,128,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출원가,3072914818,설비투자효율,61.01,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,129,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출총손익,918572318,노동소득분배율,70.23,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,130,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,총자본투자효율,18.75,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,131,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출총손익,918572318,기계투자효율,269.83,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,132,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,노동소득분배율,70.23,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,133,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,당기순손익,11153608,설비투자효율,61.01,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,134,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,총자본투자효율,18.75,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,135,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,136,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,당기순손익,11153608,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,137,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,138,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,매출총손익,918572318,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,139,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출원가,3072914818,설비투자효율,61.01,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,140,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출총손익,918572318,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,141,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,노동소득분배율,70.23,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,142,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출총손익,918572318,기계투자효율,269.83,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,143,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출원가,3072914818,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,144,A01,0002,2017,농업|| 임업 및 어업,유동자산,2016933464,당기순손익,11153608,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,145,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출액,3991487136,총자본투자효율,18.75,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,146,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출원가,3072914818,설비투자효율,61.01,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,147,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출총손익,918572318,총자본투자효율,18.75,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,148,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,당기순손익,11153608,설비투자효율,61.01,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,149,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출총손익,918572318,노동소득분배율,70.23,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,150,A01,0002,2017,농업|| 임업 및 어업,현금.현금성자산,297367128,매출원가,3072914818,총자본투자효율,18.75,매출액증가율,3.97,72047857,,307631,394812,49,65
20220115,151,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출액,3991487136,총자본투자효율,18.75,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,152,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,당기순손익,11153608,총자본투자효율,18.75,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,153,A01,0002,2017,농업|| 임업 및 어업,부채및자본합계,251237896,매출원가,3072914818,기계투자효율,269.83,총자산증가율,7.59,72047857,,307631,394812,49,65
20220115,154,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,당기순손익,11153608,설비투자효율,61.01,유동자산증가율,7.69,72047857,,307631,394812,49,65
20220115,155,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,당기순손익,11153608,기계투자효율,269.83,유형자산증가율,6.65,72047857,,307631,394812,49,65
20220115,156,A01,0002,2017,농업|| 임업 및 어업,당좌자산,1455438688,매출원가,3072914818,기계투자효율,269.83,총자산증가율,7.59,72047857,,307631,394812,49,65
